Ship Date,Month,Year,Ship Mode,Area,Region,Category,Sub-Category,Sold,Profit
2015-12-19,Desember,2015,Second Class,Sumatra,West,Office Supplies,Art,210,639200
2015-12-19,Desember,2015,Second Class,Bali,West,Technology,Phones,140,204000
2015-12-19,Desember,2015,Second Class,Papua,West,Office Supplies,Art,20,84700
2015-12-19,Desember,2015,Second Class,Sulawesi,West,Office Supplies,Binders,100,376500
2014-12-08,Desember,2014,First Class,Kalimantan,West,Office Supplies,Paper,170,969500
2014-11-17,November,2014,Second Class,Papua,West,Office Supplies,Supplies,20,39500
2017-12-28,Desember,2017,Standard Class,Sulawesi,East,Office Supplies,Paper,20,112000
2017-12-28,Desember,2017,Standard Class,Kalimantan,East,Office Supplies,Binders,20,73800
2014-12-26,Desember,2014,First Class,Jawa,West,Office Supplies,Appliances,20,43600
2017-12-28,Desember,2017,Standard Class,Sumatra,South,Technology,Accessories,50,91400
2017-12-28,Desember,2017,Standard Class,Bali,South,Office Supplies,Storage,30,23600
2017-12-28,Desember,2017,Standard Class,Papua,South,Office Supplies,Art,30,34700
2017-12-28,Desember,2017,Standard Class,Sulawesi,South,Office Supplies,Appliances,60,195500
2014-09-24,September,2014,Standard Class,Kalimantan,West,Office Supplies,Paper,10,46300
2017-12-28,Desember,2017,First Class,Kalimantan,South,Furniture,Furnishings,30,69300
2017-11-30,November,2017,Standard Class,Jawa,Central,Technology,Phones,300,450000
2017-11-30,November,2017,Standard Class,Sumatra,Central,Office Supplies,Art,20,44900
2016-11-07,November,2016,First Class,Bali,South,Furniture,Furnishings,280,854800
2016-11-07,November,2016,First Class,Papua,South,Technology,Accessories,90,226800
2016-11-07,November,2016,First Class,Sulawesi,South,Furniture,Furnishings,760,908200
2016-11-07,November,2016,Standard Class,Kalimantan,East,Technology,Accessories,80,172800
2017-12-07,Desember,2017,Standard Class,Jawa,East,Office Supplies,Art,20,20800
2017-03-28,Maret,2017,Standard Class,Sumatra,East,Furniture,Chairs,280,724800
2017-04-27,April,2017,Second Class,Bali,West,Furniture,Bookcases,350,341000
2017-11-26,November,2017,First Class,Papua,Central,Office Supplies,Paper,40,152500
2017-11-26,November,2017,First Class,Sulawesi,Central,Office Supplies,Paper,80,352400
2014-11-05,November,2014,Second Class,Kalimantan,East,Office Supplies,Binders,10,33900
2015-12-07,Desember,2015,Standard Class,Jawa,South,Furniture,Furnishings,80,152100
2015-12-07,Desember,2015,Standard Class,Sumatra,South,Technology,Phones,110,110900
2015-12-07,Desember,2015,Standard Class,Bali,South,Office Supplies,Art,10,14100
2015-12-30,Desember,2015,Standard Class,Papua,Central,Furniture,Furnishings,10,45400
2015-12-30,Desember,2015,Standard Class,Sulawesi,Central,Technology,Copiers,4900,27635700
2017-10-06,Oktober,2017,Standard Class,Kalimantan,West,Technology,Accessories,110,264000
2017-10-21,Oktober,2017,Standard Class,Papua,South,Technology,Accessories,20,52900
2014-08-17,Agustus,2014,First Class,Sulawesi,South,Office Supplies,Paper,100,356400
2014-08-17,Agustus,2014,First Class,Kalimantan,South,Office Supplies,Appliances,160,205600
2017-11-13,November,2017,First Class,Jawa,Central,Technology,Phones,40,147800
2017-03-20,Maret,2017,Same Day,Sumatra,Central,Office Supplies,Paper,60,229700
2017-03-20,Maret,2017,Same Day,Bali,Central,Office Supplies,Paper,280,1233300
2014-12-09,Desember,2014,Standard Class,Papua,South,Technology,Accessories,10,10000
2014-12-09,Desember,2014,Standard Class,Sulawesi,South,Office Supplies,Paper,20,86000
2015-04-06,April,2015,Same Day,Kalimantan,West,Technology,Accessories,240,316800
2015-04-06,April,2015,Same Day,Kalimantan,West,Office Supplies,Art,30,77300
2017-11-18,November,2017,Same Day,Jawa,Central,Office Supplies,Storage,100,299800
2017-11-18,November,2017,Same Day,Sumatra,Central,Office Supplies,Storage,40,126900
2017-11-18,November,2017,Same Day,Bali,Central,Office Supplies,Labels,10,41700
2017-11-18,November,2017,Same Day,Papua,Central,Furniture,Furnishings,10,32900
2017-07-18,Juli,2017,Standard Class,Sulawesi,East,Office Supplies,Paper,10,14400
2017-05-23,Mei,2017,Standard Class,Kalimantan,South,Office Supplies,Binders,30,153900
2015-12-21,Desember,2015,First Class,Jawa,Central,Technology,Accessories,110,257100
2016-02-22,Februari,2016,First Class,Sumatra,East,Furniture,Furnishings,140,798600
2017-03-22,Maret,2017,Standard Class,Bali,West,Office Supplies,Art,20,45100
2017-03-22,Maret,2017,Standard Class,Papua,West,Office Supplies,Envelopes,20,111800
2016-12-23,Desember,2016,Standard Class,Sulawesi,West,Office Supplies,Binders,20,52700
2016-12-23,Desember,2016,Standard Class,Kalimantan,West,Office Supplies,Binders,20,46300
2016-03-28,Maret,2016,Second Class,Jawa,West,Office Supplies,Paper,20,103800
2016-03-28,Maret,2016,Second Class,Sumatra,West,Office Supplies,Binders,20,66500
2014-12-18,Desember,2014,Second Class,Bali,South,Technology,Accessories,100,96000
2014-12-18,Desember,2014,Second Class,Papua,South,Furniture,Furnishings,30,116700
2016-08-23,Agustus,2016,First Class,Sulawesi,West,Furniture,Furnishings,100,118000
2015-07-02,Juli,2015,First Class,Kalimantan,East,Furniture,Chairs,120,15800
2016-07-02,Juli,2016,Standard Class,Papua,East,Technology,Accessories,30,108300
2016-07-02,Juli,2016,Standard Class,Sulawesi,East,Technology,Accessories,140,117600
2016-07-02,Juli,2016,Standard Class,Kalimantan,East,Furniture,Furnishings,40,154000
2016-09-22,September,2016,Standard Class,Jawa,East,Furniture,Furnishings,20,74700
2016-09-22,September,2016,Standard Class,Sumatra,East,Furniture,Furnishings,200,736600
2014-07-23,Juli,2014,Standard Class,Bali,East,Office Supplies,Binders,20,54300
2017-09-01,September,2017,Same Day,Papua,West,Office Supplies,Appliances,320,1245900
2017-09-01,September,2017,Same Day,Sulawesi,West,Furniture,Tables,290,544500
2017-06-26,Juni,2017,Standard Class,Kalimantan,Central,Furniture,Chairs,490,1756700
2014-09-07,September,2014,Standard Class,Kalimantan,South,Office Supplies,Binders,1800,10118100
2015-10-05,Oktober,2015,Standard Class,Jawa,Central,Technology,Accessories,110,32700
2015-04-10,April,2015,First Class,Sumatra,East,Office Supplies,Paper,30,149300
2015-04-10,April,2015,First Class,Bali,East,Office Supplies,Storage,30,70500
2016-12-21,Desember,2016,Standard Class,Papua,Central,Office Supplies,Binders,9900,59356500
2014-10-03,Oktober,2014,Standard Class,Sulawesi,South,Furniture,Furnishings,340,202300
2015-09-26,September,2015,Second Class,Kalimantan,West,Office Supplies,Appliances,70,199100
2016-11-13,November,2016,Standard Class,Jawa,West,Technology,Accessories,480,1958300
2017-12-20,Desember,2017,Second Class,Sumatra,West,Office Supplies,Binders,10,27000
2017-12-20,Desember,2017,Second Class,Bali,West,Technology,Accessories,190,547100
2017-12-20,Desember,2017,Second Class,Papua,West,Technology,Accessories,150,377900
2017-12-20,Desember,2017,Second Class,Sulawesi,West,Office Supplies,Art,30,104300
2017-12-20,Desember,2017,Second Class,Kalimantan,West,Office Supplies,Labels,50,266400
2014-09-25,September,2014,Standard Class,Jawa,East,Office Supplies,Art,70,206100
2015-05-22,Mei,2015,Standard Class,Sumatra,West,Office Supplies,Paper,20,63900
2014-03-31,Maret,2014,Second Class,Bali,West,Office Supplies,Art,10,10100
2014-03-31,Maret,2014,Second Class,Papua,West,Office Supplies,Binders,30,113200
2014-03-31,Maret,2014,Second Class,Sulawesi,West,Technology,Phones,30,34600
2017-09-28,September,2017,Standard Class,Kalimantan,West,Office Supplies,Supplies,30,73800
2015-09-17,September,2015,Second Class,Papua,West,Technology,Accessories,30,102900
2015-11-04,November,2015,First Class,Sulawesi,East,Furniture,Chairs,2630,6640700
2015-10-24,Oktober,2015,Standard Class,Kalimantan,West,Furniture,Furnishings,80,287100
2015-10-24,Oktober,2015,Standard Class,Jawa,West,Furniture,Tables,370,328300
2016-06-18,Juni,2016,Standard Class,Sumatra,West,Furniture,Tables,1120,4014700
2015-11-21,November,2015,First Class,Bali,West,Office Supplies,Binders,90,403700
2015-11-21,November,2015,First Class,Papua,West,Office Supplies,Labels,60,282700
2016-03-06,Maret,2016,Standard Class,Sulawesi,East,Office Supplies,Fasteners,40,218900
2014-10-20,Oktober,2014,Standard Class,Kalimantan,Central,Office Supplies,Paper,330,1208300
2014-10-20,Oktober,2014,Standard Class,Kalimantan,Central,Office Supplies,Paper,20,83300
2017-05-30,Mei,2017,Standard Class,Jawa,South,Technology,Accessories,30,83100
2016-02-10,Februari,2016,Standard Class,Sumatra,East,Technology,Phones,100,282300
2016-09-05,September,2016,Second Class,Bali,West,Office Supplies,Envelopes,70,372000
2017-12-05,Desember,2017,First Class,Papua,East,Furniture,Furnishings,20,32400
2015-06-16,Juni,2015,Standard Class,Sulawesi,Central,Office Supplies,Storage,30,82600
2016-09-08,September,2016,Standard Class,Kalimantan,Central,Office Supplies,Envelopes,20,93400
2016-09-08,September,2016,Standard Class,Jawa,Central,Technology,Accessories,280,806300
2014-04-26,April,2014,Standard Class,Sumatra,South,Office Supplies,Storage,830,0
2015-11-08,November,2015,First Class,Bali,East,Office Supplies,Supplies,30,24500
2014-11-07,November,2014,Standard Class,Papua,Central,Technology,Accessories,90,226800
2016-02-23,Februari,2016,Standard Class,Sulawesi,South,Furniture,Furnishings,320,419900
2016-02-23,Februari,2016,Standard Class,Kalimantan,South,Office Supplies,Binders,10,31400
2017-09-13,September,2017,Second Class,Jawa,West,Technology,Phones,150,216000
2017-09-13,September,2017,Second Class,Sumatra,West,Office Supplies,Paper,20,112000
2017-11-06,November,2017,Standard Class,Bali,South,Office Supplies,Art,10,17400
2015-02-08,Februari,2015,First Class,Papua,South,Office Supplies,Storage,150,35300
2015-02-08,Februari,2015,First Class,Sulawesi,South,Office Supplies,Paper,30,161500
2016-09-12,September,2016,Second Class,Kalimantan,West,Office Supplies,Binders,280,1079500
2015-12-20,Desember,2015,Standard Class,Papua,South,Technology,Phones,250,258500
2017-10-15,Oktober,2017,First Class,Sulawesi,South,Office Supplies,Storage,350,1254900
2015-07-03,Juli,2015,Second Class,Kalimantan,East,Office Supplies,Paper,20,65400
2015-06-05,Juni,2015,Standard Class,Jawa,Central,Technology,Phones,300,1008000
2015-06-05,Juni,2015,Standard Class,Sumatra,Central,Office Supplies,Binders,410,2179900
2015-06-05,Juni,2015,Standard Class,Bali,Central,Technology,Phones,50,140800
2015-06-05,Juni,2015,Standard Class,Papua,Central,Office Supplies,Labels,30,159600
2014-04-17,April,2014,Standard Class,Sulawesi,Central,Office Supplies,Paper,40,186700
2017-10-16,Oktober,2017,Standard Class,Kalimantan,Central,Technology,Phones,370,332600
2017-10-16,Oktober,2017,Standard Class,Kalimantan,Central,Office Supplies,Paper,20,45200
2017-10-16,Oktober,2017,Standard Class,Jawa,Central,Technology,Accessories,800,1544200
2015-11-12,November,2015,Standard Class,Sumatra,Central,Office Supplies,Art,30,63900
2015-11-12,November,2015,Standard Class,Bali,Central,Technology,Machines,290,403100
2015-05-28,Mei,2015,First Class,Papua,Central,Office Supplies,Supplies,30,20200
2015-05-28,Mei,2015,First Class,Sulawesi,Central,Office Supplies,Paper,40,140900
2015-05-28,Mei,2015,First Class,Kalimantan,Central,Technology,Accessories,210,436800
2014-10-15,Oktober,2014,First Class,Jawa,South,Office Supplies,Envelopes,40,209700
2014-10-15,Oktober,2014,First Class,Sumatra,South,Technology,Accessories,30,52400
2014-10-15,Oktober,2014,First Class,Bali,South,Office Supplies,Storage,320,75700
2014-10-15,Oktober,2014,First Class,Papua,South,Office Supplies,Binders,20,85700
2016-02-10,Februari,2016,Second Class,Sulawesi,West,Technology,Phones,630,468000
2017-01-24,Januari,2017,Second Class,Kalimantan,East,Furniture,Furnishings,40,76800
2017-01-24,Januari,2017,Second Class,Jawa,East,Office Supplies,Paper,30,84700
2016-06-12,Juni,2016,Standard Class,Sumatra,West,Office Supplies,Labels,30,127100
2016-06-12,Juni,2016,Standard Class,Bali,West,Office Supplies,Paper,100,563500
2017-03-20,Maret,2017,Second Class,Papua,West,Office Supplies,Appliances,100,316200
2017-11-24,November,2017,Same Day,Sulawesi,West,Office Supplies,Paper,10,42100
2015-12-03,Desember,2015,Standard Class,Kalimantan,West,Office Supplies,Art,10,41800
2016-03-26,Maret,2016,Second Class,Papua,East,Office Supplies,Art,20,19600
2017-06-01,Juni,2017,Standard Class,Sulawesi,East,Furniture,Furnishings,30,118700
2017-06-01,Juni,2017,Standard Class,Kalimantan,East,Office Supplies,Appliances,130,435500
2015-09-04,September,2015,Standard Class,Jawa,West,Technology,Phones,560,500400
2016-04-17,April,2016,Standard Class,Sumatra,South,Office Supplies,Paper,20,41700
2014-02-09,Februari,2014,Standard Class,Bali,South,Technology,Phones,190,162900
2014-09-08,September,2014,Standard Class,Papua,Central,Technology,Accessories,480,1142300
2017-10-02,Oktober,2017,Second Class,Sulawesi,West,Technology,Accessories,160,576000
2016-09-07,September,2016,First Class,Kalimantan,East,Technology,Phones,50,146500
2017-05-26,Mei,2017,Standard Class,Kalimantan,West,Office Supplies,Binders,10,36100
2017-05-26,Mei,2017,Standard Class,Jawa,West,Technology,Phones,1130,842400
2017-05-26,Mei,2017,Standard Class,Sumatra,West,Office Supplies,Appliances,70,225900
2016-01-27,Januari,2016,Standard Class,Bali,East,Technology,Accessories,100,515900
2016-01-27,Januari,2016,Standard Class,Papua,East,Office Supplies,Art,10,32900
2016-01-27,Januari,2016,Standard Class,Sulawesi,East,Office Supplies,Storage,1570,4880600
2014-06-06,Juni,2014,Standard Class,Kalimantan,Central,Office Supplies,Binders,140,798200
2014-06-06,Juni,2014,Standard Class,Jawa,Central,Office Supplies,Appliances,70,148600
2015-09-29,September,2015,Second Class,Sumatra,West,Office Supplies,Art,20,28500
2015-09-29,September,2015,Second Class,Bali,West,Technology,Accessories,30,17400
2015-09-29,September,2015,Second Class,Papua,West,Office Supplies,Art,20,22300
2016-08-03,Agustus,2016,Second Class,Sulawesi,East,Furniture,Furnishings,20,37700
2014-01-28,Januari,2014,Standard Class,Kalimantan,West,Office Supplies,Paper,50,230900
2014-08-08,Agustus,2014,Standard Class,Jawa,East,Office Supplies,Appliances,110,330400
2014-08-08,Agustus,2014,Standard Class,Sumatra,East,Office Supplies,Paper,260,1496200
2014-08-08,Agustus,2014,Standard Class,Bali,East,Technology,Accessories,260,1256700
2016-12-12,Desember,2016,Standard Class,Papua,Central,Furniture,Bookcases,410,389700
2016-12-12,Desember,2016,Standard Class,Sulawesi,Central,Furniture,Chairs,690,2121700
2015-06-12,Juni,2015,Standard Class,Kalimantan,Central,Technology,Accessories,10,9000
2016-06-26,Juni,2016,Second Class,Papua,West,Technology,Machines,4480,6043700
2016-06-26,Juni,2016,Second Class,Sulawesi,West,Office Supplies,Paper,110,604000
2016-06-26,Juni,2016,Second Class,Kalimantan,West,Office Supplies,Appliances,250,869200
2016-03-19,Maret,2016,Standard Class,Jawa,South,Office Supplies,Paper,320,1765100
2016-03-19,Maret,2016,Standard Class,Sumatra,South,Office Supplies,Paper,50,252200
2016-12-01,Desember,2016,Same Day,Bali,West,Furniture,Furnishings,40,19200
2016-12-01,Desember,2016,Same Day,Papua,West,Office Supplies,Paper,50,276000
2016-12-01,Desember,2016,Same Day,Sulawesi,West,Office Supplies,Storage,1120,2671100
2016-12-01,Desember,2016,Same Day,Kalimantan,West,Office Supplies,Envelopes,30,134800
2017-06-14,Juni,2017,Second Class,Kalimantan,West,Technology,Phones,80,108000
2017-06-14,Juni,2017,Second Class,Jawa,West,Office Supplies,Paper,20,112000
2016-11-18,November,2016,Standard Class,Sumatra,East,Technology,Phones,20,47000
2016-11-18,November,2016,Standard Class,Bali,East,Office Supplies,Art,30,73800
2017-08-11,Agustus,2017,Standard Class,Papua,West,Technology,Phones,710,531000
2017-08-11,Agustus,2017,Standard Class,Sulawesi,West,Office Supplies,Binders,20,50200
2017-08-11,Agustus,2017,Standard Class,Kalimantan,West,Office Supplies,Binders,40,140100
2017-08-11,Agustus,2017,Standard Class,Jawa,West,Technology,Accessories,60,93700
2017-08-11,Agustus,2017,Standard Class,Sumatra,West,Office Supplies,Paper,30,138600
2017-08-11,Agustus,2017,Standard Class,Bali,West,Furniture,Furnishings,60,186300
2017-08-11,Agustus,2017,Standard Class,Papua,West,Furniture,Chairs,210,310800
2017-08-11,Agustus,2017,Standard Class,Sulawesi,West,Office Supplies,Appliances,1480,4949700
2015-08-25,Agustus,2015,Standard Class,Kalimantan,East,Technology,Accessories,30,45700
2015-08-25,Agustus,2015,Standard Class,Jawa,East,Office Supplies,Paper,50,185900
2015-11-07,November,2015,Standard Class,Sumatra,Central,Technology,Phones,350,465400
2014-12-06,Desember,2014,Standard Class,Bali,West,Office Supplies,Supplies,50,43200
2014-05-15,Mei,2014,Standard Class,Papua,West,Office Supplies,Paper,40,230200
2014-05-15,Mei,2014,Standard Class,Sulawesi,West,Technology,Phones,1440,1503600
2014-05-15,Mei,2014,Standard Class,Kalimantan,West,Office Supplies,Supplies,50,133000
2014-05-15,Mei,2014,Standard Class,Papua,West,Furniture,Chairs,260,385200
2016-10-20,Oktober,2016,First Class,Sulawesi,East,Furniture,Bookcases,130,145200
2016-10-20,Oktober,2016,First Class,Kalimantan,East,Office Supplies,Binders,320,1782200
2016-11-03,November,2016,Standard Class,Jawa,East,Office Supplies,Binders,30,120800
2016-11-03,November,2016,Standard Class,Sumatra,East,Office Supplies,Art,120,386300
